,ActualElapsedTime,AirTime,ArrDelay,ArrTime,CRSArrTime,CRSDepTime,CRSElapsedTime,CancellationCode,Cancelled,CarrierDelay,DayOfWeek,DayofMonth,DepDelay,DepTime,Dest,Distance,Diverted,FlightNum,LateAircraftDelay,Month,NASDelay,Origin,SecurityDelay,TailNum,TaxiIn,TaxiOut,UniqueCarrier,WeatherDelay,Year,LateArrival
2549,84.0,51.0,23.0,1228.0,1205,1055,70.0,,0,0,6,19,9,1104.0,DSM,299.0,0,4327,0,7,23,ORD,0,N648AE,4,29,MQ,0,2008,True
2550,124.0,,9.0,2049.0,2040,1730,130.0,NA,0,NA,6,16,15,1745.0,BOS,867.0,0,946,NA,4,NA,ORD,NA,NA,NA,NA,UA,NA,1988,True
2551,59.0,,3.0,1758.0,1755,1653,62.0,NA,0,NA,6,17,6,1659.0,SAT,247.0,0,605,NA,7,NA,DFW,NA,NA,NA,NA,DL,NA,1993,True
2552,101.0,,-3.0,1040.0,1043,800,103.0,NA,0,NA,5,7,-1,759.0,CLE,622.0,0,604,NA,8,NA,MSP,NA,NA,NA,NA,NW,NA,1992,False
2553,111.0,,4.0,2022.0,2018,1926,112.0,NA,0,NA,4,28,5,1931.0,ORD,599.0,0,457,NA,4,NA,CLT,NA,NA,NA,NA,PI,NA,1988,True
2554,152.0,139.0,-22.0,1022.0,1044,800,164.0,,0,0,4,6,-10,750.0,TPA,1079.0,0,634,0,9,0,ROC,0,N994AT,6,7,FL,0,2007,False
2555,95.0,74.0,25.0,925.0,900,730,90.0,NA,0,NA,5,15,20,750.0,DCA,547.0,0,1874,NA,2,NA,ATL,NA,N518D1,8,13,DL,NA,2002,True
2556,167.0,141.0,-15.0,1115.0,1130,835,175.0,,0,0,3,10,-7,828.0,TPA,1011.0,0,1005,0,3,0,LGA,0,N5TGAA,3,23,AA,0,2004,False
2557,88.0,74.0,-18.0,1327.0,1345,1200,105.0,,0,0,6,28,-1,1159.0,IAD,515.0,0,7385,0,1,0,SAV,0,N17175,4,10,YV,0,2006,False
2558,103.0,,7.0,1301.0,1254,1120,94.0,NA,0,NA,5,18,-2,1118.0,DTW,405.0,0,233,NA,3,NA,DCA,NA,NA,NA,NA,NW,NA,1994,True
2559,103.0,88.0,-7.0,2108.0,2115,1825,110.0,,0,0,4,16,0,1825.0,PHX,621.0,0,1076,0,12,0,SJC,0,N469,4,11,WN,0,2004,False
2560,56.0,47.0,10.0,1300.0,1250,1150,60.0,,0,0,6,29,14,1204.0,LIT,296.0,0,329,0,5,0,DAL,0,N83SW,3,6,WN,0,2004,True
2561,114.0,,6.0,938.0,932,847,105.0,NA,0,NA,1,5,-3,844.0,LAS,629.0,0,305,NA,9,NA,DEN,NA,NA,NA,NA,UA,NA,1994,True
2562,97.0,71.0,2.0,1003.0,1001,930,91.0,,0,0,5,9,-4,926.0,MSY,425.0,0,65,0,3,0,ATL,0,N958AT,3,23,FL,0,2007,True
2563,96.0,71.0,-12.0,1004.0,1016,915,121.0,NA,0,NA,5,8,13,928.0,MSP,528.0,0,651,NA,8,NA,DTW,NA,N147US,7,18,NW,NA,1997,False
2564,,,,,1058,820,158.0,B,1,0,7,16,NA,,MCO,972.0,0,670,0,12,0,HPN,0,N998AT,0,0,FL,0,2007,
2565,108.0,,29.0,2148.0,2119,1945,94.0,NA,0,NA,4,24,15,2000.0,IAD,533.0,0,698,NA,12,NA,ATL,NA,NA,NA,NA,EA,NA,1987,True
2566,162.0,125.0,27.0,1825.0,1758,1546,132.0,,0,0,3,20,-3,1543.0,MDW,797.0,0,4292,0,7,27,DFW,0,N301TZ,8,29,TZ,0,2005,True
2567,179.0,144.0,7.0,2001.0,1954,1600,174.0,NA,0,NA,7,4,2,1602.0,DTW,987.0,0,696,NA,8,NA,DFW,NA,N321NB,20,15,NW,NA,2002,True
2568,,,,,733,625,68.0,NA,1,NA,6,5,NA,,DFW,313.0,0,146,NA,1,NA,AMA,NA,NA,NA,NA,AA,NA,1991,
2569,135.0,103.0,12.0,1532.0,1520,1217,123.0,NA,0,NA,6,21,0,1217.0,DFW,868.0,0,1672,NA,12,NA,PHX,NA,N496AA,11,21,AA,NA,1996,True
2570,50.0,33.0,1.0,927.0,926,840,46.0,NA,0,NA,2,1,-3,837.0,AUS,189.0,0,2513,NA,6,NA,DAL,NA,N2CRAA,4,13,AA,NA,1999,True
2571,92.0,78.0,-21.0,1659.0,1720,1540,100.0,,0,0,2,15,-13,1527.0,PDX,569.0,0,361,0,2,0,SJC,0,N645AS,5,9,AS,0,2005,False
2572,86.0,80.0,-13.0,940.0,953,819,94.0,NA,0,NA,7,12,-5,814.0,ANC,549.0,0,52,NA,1,NA,OTZ,NA,N744AS,3,3,AS,NA,2003,False
2573,95.0,84.0,-11.0,1134.0,1145,1000,105.0,NA,0,NA,2,30,-1,959.0,DTW,594.0,0,720,NA,1,NA,ATL,NA,N546DA,4,7,DL,NA,1996,False
2574,59.0,39.0,-14.0,1055.0,1109,1000,69.0,,0,0,1,15,-4,956.0,ATL,223.0,0,4865,0,10,0,TLH,0,N851AS,10,10,EV,0,2007,False
2575,60.0,33.0,41.0,1830.0,1749,1647,62.0,,0,0,1,21,43,1730.0,SAV,215.0,0,1877,41,2,0,ATL,0,N3734B,6,21,DL,0,2005,True
2576,63.0,,3.0,2249.0,2246,2145,61.0,NA,0,NA,2,6,1,2146.0,LAS,236.0,0,1948,NA,12,NA,LAX,NA,NA,NA,NA,DL,NA,1988,True
2577,112.0,86.0,2.0,2141.0,2139,1952,107.0,,0,0,3,30,-3,1949.0,MIA,595.0,0,1789,0,3,0,ATL,0,N486AA,3,23,AA,0,2005,True
2578,82.0,55.0,9.0,1157.0,1148,1135,73.0,,0,0,2,6,0,1135.0,MEM,332.0,0,529,0,7,0,ATL,0,N919AT,5,22,FL,0,2004,True
2579,266.0,240.0,6.0,1251.0,1245,1030,255.0,,0,NA,7,10,-5,1025.0,SLC,1589.0,0,545,NA,2,NA,ATL,NA,N666DN,5,21,DL,NA,2008,True
2580,130.0,98.0,4.0,2133.0,2129,1915,134.0,NA,0,NA,2,21,8,1923.0,DTW,632.0,0,347,NA,10,NA,BOS,NA,N528US,15,17,NW,NA,1997,True
2581,161.0,135.0,-12.0,1942.0,1954,1600,174.0,NA,0,NA,5,11,1,1601.0,DTW,1076.0,0,1836,NA,5,NA,IAH,NA,N316N2,5,21,NW,NA,2001,False
2582,120.0,285.0,0.0,850.0,850,650,120.0,,0,0,5,11,0,650.0,DFW,631.0,0,3904,0,7,0,BNA,0,N588SW,7,26,OO,0,2003,False
2583,100.0,,2.0,2135.0,2133,1855,98.0,NA,0,NA,4,5,0,1855.0,DEN,602.0,0,1672,NA,9,NA,PHX,NA,NA,NA,NA,CO,NA,1991,True
2584,198.0,189.0,-17.0,933.0,950,815,215.0,,0,0,3,3,0,815.0,LAS,1501.0,0,121,0,8,0,MSY,0,N700GS,4,5,WN,0,2005,False
2585,70.0,50.0,-9.0,1434.0,1443,1330,73.0,NA,0,NA,1,12,-6,1324.0,SNA,338.0,0,662,NA,8,NA,PHX,NA,N328AW,9,11,HP,NA,2002,False
2586,138.0,,13.0,1759.0,1746,1640,126.0,NA,0,NA,1,7,1,1641.0,DEN,680.0,0,569,NA,6,NA,MSP,NA,NA,NA,NA,NW,NA,1993,True
2587,119.0,,7.0,1731.0,1724,1525,119.0,NA,0,NA,7,19,7,1532.0,CLT,650.0,0,1870,NA,9,NA,MIA,NA,NA,NA,NA,US,NA,1993,True
2588,245.0,205.0,26.0,2354.0,2328,1840,228.0,NA,0,NA,5,14,9,1849.0,BOS,1597.0,0,426,NA,6,NA,IAH,NA,N12318,6,34,CO,NA,1996,True
2589,258.0,242.0,0.0,1250.0,1250,1030,260.0,,0,0,2,5,2,1032.0,SEA,1733.0,0,826,0,6,0,MDW,0,N411WN,4,12,WN,0,2007,False
2590,70.0,,-10.0,1910.0,1920,1900,80.0,NA,0,NA,7,30,0,1900.0,MDW,307.0,0,629,NA,4,NA,CLE,NA,NA,NA,NA,CO,NA,1989,False
2591,109.0,98.0,-13.0,847.0,900,800,120.0,NA,0,NA,7,8,-2,758.0,ELP,667.0,0,793,NA,1,NA,IAH,NA,N27610,2,9,CO,NA,1995,False
2592,290.0,277.0,-10.0,2315.0,2325,1530,295.0,,0,0,2,31,-5,1525.0,PVD,2363.0,0,2034,0,1,0,LAS,0,N477,3,10,WN,0,2006,False
2593,35.0,,335.0,2029.0,1454,1415,39.0,NA,0,NA,4,24,339,1954.0,GTF,118.0,0,1059,NA,12,NA,BZN,NA,NA,NA,NA,CO,NA,1987,True
2594,30.0,17.0,-8.0,1504.0,1512,1435,37.0,NA,0,NA,5,14,-1,1434.0,AUS,66.0,0,1705,NA,6,NA,SAT,NA,N309WA,4,9,DL,NA,2002,False
2595,118.0,103.0,-19.0,1526.0,1545,1430,135.0,NA,0,NA,3,17,-2,1428.0,ORD,678.0,0,745,NA,12,NA,PHL,NA,N9013U,3,12,UA,NA,1997,False
2596,51.0,40.0,-13.0,807.0,820,725,55.0,,0,NA,5,26,-9,716.0,DCA,227.0,0,4654,NA,9,NA,RDU,NA,N711PH,4,7,MQ,NA,2008,False
2597,61.0,42.0,25.0,832.0,807,710,57.0,NA,0,NA,3,6,21,731.0,ATL,191.0,0,786,NA,9,NA,CAE,NA,N982DL,10,9,DL,NA,2000,True
2598,56.0,,1.0,1606.0,1605,1510,55.0,NA,0,NA,1,9,0,1510.0,PHX,256.0,0,728,NA,7,NA,LAS,NA,NA,NA,NA,WN,NA,1990,True
2599,119.0,104.0,0.0,1710.0,1710,1516,114.0,NA,0,NA,1,15,-5,1511.0,OAK,671.0,0,434,NA,2,NA,SEA,NA,N793AS,4,11,AS,NA,1999,False
2600,75.0,,9.0,1859.0,1850,1745,65.0,NA,0,NA,1,25,-1,1744.0,BOS,200.0,0,1012,NA,6,NA,EWR,NA,NA,NA,NA,US,NA,1990,True
2601,344.0,,0.0,1135.0,1135,845,350.0,NA,0,NA,1,5,6,851.0,LAX,2401.0,0,695,NA,8,NA,PHL,NA,NA,NA,NA,US,NA,1991,False
2602,74.0,59.0,-23.0,1656.0,1719,1645,94.0,,0,0,4,30,-3,1642.0,ORD,316.0,0,3248,0,9,0,CLE,0,N14905,4,11,XE,0,2004,False
2603,60.0,43.0,64.0,1825.0,1721,1621,60.0,,0,0,5,4,64,1725.0,YUM,160.0,0,2851,0,8,64,PHX,0,N988HA,5,12,YV,0,2006,True
2604,147.0,127.0,-4.0,1518.0,1522,1255,147.0,NA,0,NA,4,20,-4,1251.0,PDX,834.0,0,446,NA,2,NA,LAX,NA,N381UA,4,16,UA,NA,2003,False
2605,79.0,60.0,-3.0,1944.0,1947,1714,93.0,NA,0,NA,5,6,11,1725.0,ROC,528.0,0,438,NA,3,NA,ORD,NA,N7273U,3,16,UA,NA,1998,False
2606,170.0,156.0,35.0,5.0,2330,1930,180.0,,0,1,4,4,45,2015.0,BWI,1246.0,0,1468,34,5,0,HOU,0,N747,4,10,WN,0,2006,True
2607,72.0,57.0,-12.0,1539.0,1551,1425,86.0,NA,0,NA,2,10,2,1427.0,ATL,356.0,0,1863,NA,1,NA,RDU,NA,N946DL,9,6,DL,NA,1995,False
2608,134.0,107.0,24.0,2057.0,2033,1830,123.0,,0,13,4,9,13,1843.0,CLT,644.0,0,517,0,3,11,BDL,0,N588US,4,23,US,0,2006,True
2609,136.0,120.0,53.0,2308.0,2215,1850,145.0,NA,0,NA,5,26,62,1952.0,DEN,948.0,0,1672,NA,5,NA,SJC,NA,N594UA,5,11,UA,NA,2000,True
2610,174.0,,59.0,1843.0,1744,1540,124.0,NA,0,NA,5,24,9,1549.0,DFW,631.0,0,619,NA,5,NA,BNA,NA,NA,NA,NA,AA,NA,1991,True
2611,94.0,50.0,25.0,716.0,651,545,66.0,,0,25,4,12,-3,542.0,SFO,153.0,0,5793,0,7,0,CIC,0,N234SW,3,41,OO,0,2007,True
2612,153.0,,-10.0,1058.0,1108,825,163.0,NA,0,NA,7,13,0,825.0,MCO,1053.0,0,1291,NA,10,NA,SYR,NA,NA,NA,NA,US,NA,1991,False
2613,308.0,278.0,10.0,2125.0,2115,1320,295.0,NA,0,NA,4,15,-3,1317.0,PHL,2401.0,0,26,NA,4,NA,LAX,NA,N432UA,4,26,UA,NA,1999,True
2614,49.0,35.0,-10.0,1118.0,1128,1030,58.0,,0,0,6,2,-1,1029.0,SAT,191.0,0,179,0,7,0,IAH,0,N16647,3,11,CO,0,2005,False
2615,117.0,90.0,-3.0,1520.0,1523,1433,110.0,,0,0,3,28,-10,1423.0,SHV,552.0,0,4235,0,4,0,ATL,0,N845AS,3,24,EV,0,2004,False
2616,44.0,,14.0,1229.0,1215,1130,45.0,NA,0,NA,4,15,15,1145.0,KTN,,0,62,NA,12,NA,SIT,NA,NA,NA,NA,AS,NA,1988,True
2617,42.0,,0.0,1930.0,1930,1850,40.0,NA,0,NA,7,18,-2,1848.0,MOB,174.0,0,260,NA,10,NA,BTR,NA,NA,NA,NA,DL,NA,1992,False
2618,47.0,,2.0,1744.0,1742,1700,42.0,NA,0,NA,1,24,-3,1657.0,MBS,98.0,0,272,NA,8,NA,DTW,NA,NA,NA,NA,NW,NA,1992,True
2619,138.0,105.0,4.0,918.0,914,600,134.0,NA,0,NA,6,3,0,600.0,DEN,910.0,0,458,NA,5,NA,SMF,NA,N853UA,24,9,UA,NA,2003,True
2620,181.0,160.0,5.0,2056.0,2051,1655,176.0,,0,NA,4,20,0,1655.0,MSP,1276.0,0,353,NA,11,NA,PHX,NA,N820AW,10,11,US,NA,2008,True
2621,206.0,106.0,101.0,2153.0,2012,1710,122.0,NA,0,NA,3,5,17,1727.0,ATL,606.0,0,683,NA,5,NA,ORD,NA,N544DA,7,93,DL,NA,1999,True
2622,187.0,159.0,32.0,1806.0,1734,1252,162.0,,0,2,7,14,7,1259.0,DFW,1055.0,0,395,5,8,25,LAS,0,N309AW,6,22,HP,0,2005,True
2623,,,,,1042,900,102.0,NA,1,NA,7,30,NA,,CMH,478.0,0,1939,NA,5,NA,LGA,NA,NA,NA,NA,HP,NA,1993,
2624,53.0,35.0,10.0,2052.0,2042,1945,57.0,NA,0,NA,4,17,14,1959.0,PHL,211.0,0,2190,NA,2,NA,ORF,NA,N573US,5,13,US,NA,2000,True
2625,79.0,69.0,-1.0,719.0,720,700,80.0,NA,0,NA,1,22,0,700.0,BUR,369.0,0,1127,NA,11,NA,PHX,NA,N525,1,9,WN,NA,1999,False
2626,126.0,110.0,31.0,1456.0,1425,1115,130.0,NA,0,NA,1,15,35,1150.0,STL,934.0,0,535,NA,5,NA,ABQ,NA,N368,4,12,WN,NA,1995,True
2627,273.0,262.0,6.0,1537.0,1531,900,271.0,NA,0,NA,1,29,4,904.0,SLC,2125.0,0,1898,NA,5,NA,ANC,NA,N127DL,3,8,DL,NA,1995,True
2628,165.0,151.0,-19.0,1242.0,1301,1000,181.0,,0,0,2,24,-3,957.0,SAT,1041.0,0,769,0,1,0,ORD,0,N912UA,4,10,UA,0,2006,False
2629,388.0,359.0,-5.0,927.0,932,600,392.0,,0,0,5,21,-1,559.0,SFO,2586.0,0,5,0,12,0,JFK,0,N555UA,12,17,UA,0,2007,False
2630,91.0,79.0,48.0,2141.0,2053,1900,113.0,,0,48,2,10,70,2010.0,EWR,569.0,0,1638,0,6,0,CVG,0,N938DL,4,8,DL,0,2003,True
2631,223.0,,1.0,1919.0,1918,1330,228.0,NA,0,NA,1,25,6,1336.0,ORD,1700.0,0,326,NA,9,NA,ONT,NA,NA,NA,NA,UA,NA,1989,True
2632,78.0,,11.0,1844.0,1833,1715,78.0,NA,0,NA,3,10,11,1726.0,OAK,337.0,0,259,NA,1,NA,LAX,NA,NA,NA,NA,UA,NA,1990,True
2633,50.0,35.0,-10.0,843.0,853,750,63.0,NA,0,NA,1,13,3,753.0,BDL,196.0,0,1928,NA,1,NA,PHL,NA,N741UW,3,12,US,NA,2003,False
2634,150.0,135.0,0.0,1000.0,1000,630,150.0,,0,0,5,17,0,630.0,MCO,989.0,0,442,0,9,0,MDW,0,N743,5,10,WN,0,2004,False
2635,59.0,47.0,-15.0,1005.0,1020,905,75.0,NA,0,NA,6,17,1,906.0,MSY,349.0,0,863,NA,2,NA,MEM,NA,N600TR,2,10,NW,NA,1996,False
2636,241.0,119.0,97.0,1056.0,919,755,144.0,NA,0,NA,6,23,0,755.0,ORD,678.0,0,1395,NA,12,NA,PHL,NA,N527AA,87,35,AA,NA,2000,True
2637,70.0,,12.0,1609.0,1557,1500,57.0,NA,0,NA,5,13,-1,1459.0,BHM,211.0,0,1159,NA,7,NA,MEM,NA,NA,NA,NA,NW,NA,1990,True
2638,115.0,98.0,-4.0,1121.0,1125,935,110.0,NA,0,NA,2,12,-9,926.0,CLE,540.0,0,1731,NA,1,NA,PVD,NA,N10323,6,11,CO,NA,1999,False
2639,,,,,2245,2015,210.0,NA,1,NA,1,24,NA,,ANC,1449.0,0,109,NA,8,NA,SEA,NA,NA,NA,NA,AS,NA,1992,
2640,110.0,,-7.0,1300.0,1307,1105,122.0,NA,0,NA,4,26,5,1110.0,ATL,745.0,0,105,NA,5,NA,EWR,NA,NA,NA,NA,EA,NA,1988,False
2641,62.0,,-4.0,759.0,803,700,63.0,NA,0,NA,5,23,-3,657.0,MCI,237.0,0,570,NA,7,NA,STL,NA,NA,NA,NA,US,NA,1993,False
2642,74.0,50.0,3.0,2249.0,2246,2135,71.0,NA,0,NA,1,22,0,2135.0,BZN,347.0,0,2138,NA,9,NA,SLC,NA,N421DA,6,18,DL,NA,1997,True
2643,177.0,155.0,8.0,1221.0,1213,925,168.0,NA,0,NA,4,24,-1,924.0,MSP,1034.0,0,1804,NA,8,NA,IAH,NA,N8986E,6,16,NW,NA,2000,True
2644,114.0,,14.0,1329.0,1315,1125,110.0,NA,0,NA,6,9,10,1135.0,STL,687.0,0,473,NA,7,NA,HOU,NA,NA,NA,NA,WN,NA,1994,True
2645,68.0,,-2.0,1147.0,1149,1040,69.0,NA,0,NA,1,29,-1,1039.0,MKE,317.0,0,406,NA,1,NA,STL,NA,NA,NA,NA,TW,NA,1990,False
2646,40.0,18.0,14.0,1952.0,1938,1910,28.0,NA,0,NA,7,7,2,1912.0,BUF,55.0,0,1882,NA,2,NA,ROC,NA,N984UA,4,18,UA,NA,1999,True
2647,254.0,203.0,22.0,1107.0,1045,800,225.0,,0,0,5,2,-7,753.0,MSY,1167.0,0,2226,0,3,22,EWR,0,N13124,6,45,XE,0,2007,True
2648,64.0,43.0,-7.0,2242.0,2249,2140,69.0,NA,0,NA,7,10,-2,2138.0,ORD,258.0,0,56,NA,5,NA,STL,NA,N24343,5,16,TW,NA,1998,False
2649,103.0,82.0,6.0,1006.0,1000,825,95.0,,0,0,2,30,-2,823.0,DCA,399.0,0,4451,0,11,0,BOS,0,N845AE,5,16,MQ,0,2004,True
2650,164.0,143.0,52.0,2040.0,1948,1744,184.0,NA,0,NA,4,6,72,1856.0,IAH,1076.0,0,1753,NA,4,NA,DTW,NA,N477AC,11,10,CO,NA,2000,True
2651,106.0,82.0,-2.0,1527.0,1529,1245,104.0,,0,0,1,25,-4,1241.0,SLC,588.0,0,1047,0,8,0,SNA,0,N910DN,5,19,DL,0,2003,False
2652,141.0,124.0,2.0,1031.0,1029,910,139.0,,0,0,7,25,0,910.0,DEN,872.0,0,823,0,7,0,MEM,0,N346NB,5,12,NW,0,2004,True
2653,46.0,,-4.0,2201.0,2205,2115,50.0,NA,0,NA,1,31,0,2115.0,IDA,188.0,0,1517,NA,7,NA,SLC,NA,NA,NA,NA,DL,NA,1989,False
2654,91.0,,8.0,1758.0,1750,1613,97.0,NA,0,NA,5,25,14,1627.0,TUS,601.0,0,1933,NA,3,NA,SLC,NA,NA,NA,NA,DL,NA,1988,True
2655,105.0,80.0,10.0,1510.0,1500,1320,100.0,,0,0,3,30,5,1325.0,ATL,526.0,0,4386,0,8,0,PIT,0,N900EV,8,17,EV,0,2006,True
2656,84.0,69.0,-6.0,1832.0,1838,1710,88.0,NA,0,NA,2,10,-2,1708.0,CHS,472.0,0,1173,NA,1,NA,BWI,NA,N987VJ,3,12,US,NA,1995,False
2657,129.0,106.0,-19.0,1415.0,1434,1115,139.0,,0,0,3,2,-9,1106.0,MSP,874.0,0,1708,0,8,0,BZN,0,N353NW,6,17,NW,0,2006,False
2658,147.0,,8.0,2259.0,2251,2135,136.0,NA,0,NA,3,14,-3,2132.0,DEN,770.0,0,711,NA,10,NA,STL,NA,NA,NA,NA,TW,NA,1992,True
2659,69.0,59.0,14.0,1754.0,1740,1530,70.0,NA,0,NA,1,1,15,1545.0,PHX,370.0,0,1142,NA,1,NA,LAX,NA,N371,4,6,WN,NA,1996,True
2660,310.0,275.0,63.0,35.0,2332,1600,272.0,NA,0,NA,3,16,25,1625.0,PHL,2176.0,0,774,NA,8,NA,LAS,NA,N814AW,4,31,HP,NA,2000,True
2661,78.0,61.0,-34.0,2101.0,2135,1950,105.0,,0,NA,2,2,-7,1943.0,CMH,405.0,0,671,NA,9,NA,PHL,NA,N707SA,3,14,WN,NA,2008,False
2662,122.0,107.0,21.0,1706.0,1645,1343,122.0,NA,0,NA,3,6,21,1404.0,PHL,678.0,0,2354,NA,10,NA,ORD,NA,N390US,4,11,US,NA,1999,True
2663,155.0,137.0,-21.0,1956.0,2017,1830,167.0,NA,0,NA,6,15,-9,1821.0,DFW,929.0,0,1235,NA,2,NA,TPA,NA,N931DL,7,11,DL,NA,2003,False
2664,90.0,77.0,-3.0,1158.0,1201,1021,100.0,NA,0,NA,2,11,7,1028.0,PDX,550.0,0,519,NA,2,NA,SFO,NA,N705AS,3,10,AS,NA,2003,False
2665,99.0,80.0,-5.0,2248.0,2253,2010,103.0,NA,0,NA,1,6,-1,2009.0,ATL,606.0,0,580,NA,5,NA,ORD,NA,N394UA,7,12,UA,NA,1996,False
2666,95.0,83.0,9.0,2000.0,1951,1700,111.0,NA,0,NA,1,9,25,1725.0,DTW,610.0,0,886,NA,9,NA,MEM,NA,N750NW,4,8,NW,NA,1996,True
2667,164.0,113.0,46.0,1332.0,1246,949,117.0,NA,0,NA,7,25,-1,948.0,PHL,678.0,0,1858,NA,2,NA,ORD,NA,N952�1,5,46,UA,NA,2001,True
2668,51.0,37.0,35.0,2145.0,2110,2110,60.0,,0,0,3,9,44,2154.0,CMI,205.0,0,6245,35,6,0,CVG,0,N405FJ,2,12,DH,0,2004,True
2669,193.0,160.0,5.0,1035.0,1030,910,200.0,,0,0,7,9,12,922.0,DEN,1199.0,0,303,0,7,0,ATL,0,N267AT,6,27,FL,0,2006,True
2670,239.0,210.0,144.0,2319.0,2055,1640,255.0,,0,126,3,12,160,1920.0,JFK,1597.0,0,1692,18,3,0,SJU,0,N052AA,9,20,AA,0,2008,True
2671,183.0,167.0,19.0,1959.0,1940,1740,180.0,,0,0,4,15,16,1756.0,AUS,1162.0,0,4647,16,6,3,RDU,0,N845AE,6,10,MQ,0,2006,True
2672,121.0,106.0,-1.0,1109.0,1110,1000,130.0,NA,0,NA,6,7,8,1008.0,IAH,689.0,0,1015,NA,12,NA,ATL,NA,N69603,3,12,CO,NA,1996,False
2673,234.0,215.0,-7.0,2230.0,2237,2040,237.0,,0,0,1,9,-4,2036.0,LAS,1515.0,0,1567,0,4,0,ORD,0,N467UA,6,13,UA,0,2007,False
2674,163.0,140.0,18.0,1623.0,1605,1133,152.0,NA,0,NA,3,5,7,1140.0,DFW,1055.0,0,539,NA,6,NA,LAS,NA,N803AW,10,13,HP,NA,2002,True
2675,123.0,,-21.0,748.0,809,645,144.0,NA,0,NA,3,15,0,645.0,LAX,862.0,0,263,NA,1,NA,DEN,NA,NA,NA,NA,UA,NA,1992,False
2676,239.0,180.0,63.0,2305.0,2202,1900,182.0,NA,0,NA,5,25,6,1906.0,SAT,1041.0,0,1349,NA,2,NA,ORD,NA,N2DJAA,4,55,AA,NA,2000,True
2677,64.0,46.0,3.0,1647.0,1644,1545,59.0,NA,0,NA,1,15,-2,1543.0,PIT,205.0,0,151,NA,11,NA,DCA,NA,N703UW,6,12,US,NA,1999,True
2678,161.0,141.0,-17.0,843.0,900,700,180.0,NA,0,NA,5,5,2,702.0,DFW,987.0,0,701,NA,12,NA,DTW,NA,N911RW,4,16,NW,NA,1997,False
2679,59.0,136.0,1.0,1029.0,1028,930,58.0,,0,0,5,10,0,929.0,AUS,190.0,0,3714,0,10,0,DFW,0,N408SW,3,20,OO,0,2003,True
2680,303.0,285.0,-4.0,1556.0,1600,755,305.0,,0,0,4,5,-2,753.0,IAD,2419.0,0,950,0,1,0,SFO,0,N570UA,6,12,UA,0,2006,False
2681,149.0,140.0,17.0,2027.0,2010,1730,160.0,,0,17,4,28,28,1758.0,PVD,1073.0,0,1866,0,12,0,MCO,0,N392SW,4,5,WN,0,2006,True
2682,77.0,52.0,1.0,716.0,715,600,75.0,,0,NA,5,8,-1,559.0,LAX,337.0,0,2894,NA,2,NA,OAK,NA,N361SW,6,19,WN,NA,2008,True
2683,92.0,,-7.0,844.0,851,715,96.0,NA,0,NA,5,19,-3,712.0,SMF,404.0,0,1002,NA,4,NA,SNA,NA,NA,NA,NA,AA,NA,1991,False
2684,142.0,,-3.0,1542.0,1545,1320,145.0,NA,0,NA,4,5,0,1320.0,JFK,944.0,0,502,NA,11,NA,MCO,NA,NA,NA,NA,PA (1),NA,1987,False
2685,55.0,44.0,-15.0,900.0,915,805,70.0,,0,0,1,3,0,805.0,BOI,291.0,0,4528,0,7,0,SLC,0,N719EV,4,7,EV,0,2006,False
2686,176.0,158.0,-8.0,2108.0,2116,1916,180.0,NA,0,NA,4,6,-4,1912.0,SEA,1107.0,0,265,NA,1,NA,PHX,NA,N933AS,5,13,AS,NA,2000,False
2687,,,,,1259,1130,89.0,NA,1,NA,5,27,NA,,BOS,413.0,0,1140,NA,8,NA,IAD,NA,UNKNOW,0,0,US,NA,1999,
2688,130.0,112.0,-14.0,2010.0,2024,1705,139.0,,0,0,5,28,-5,1700.0,DTW,716.0,0,2996,0,9,0,XNA,0,85259E,7,11,9E,0,2007,False
2689,88.0,43.0,7.0,908.0,901,840,81.0,,0,0,1,6,0,840.0,ORD,235.0,0,255,0,9,0,DTW,0,N404UA,24,21,UA,0,2004,True
2690,126.0,107.0,-13.0,13.0,26,2110,136.0,NA,0,NA,2,29,-3,2107.0,MCO,853.0,0,670,NA,8,NA,IAH,NA,N14831,5,14,CO,NA,1995,False
2691,228.0,206.0,114.0,306.0,112,1910,242.0,NA,0,NA,4,12,128,2118.0,ORD,1846.0,0,134,NA,7,NA,SFO,NA,N463�1,9,13,UA,NA,2001,True
2692,338.0,287.0,29.0,717.0,648,2240,308.0,,0,0,1,18,-1,2239.0,BOS,2496.0,0,24,0,6,29,SEA,0,N303AS,10,41,AS,0,2007,True
2693,327.0,297.0,4.0,1945.0,1941,1705,336.0,NA,0,NA,3,8,13,1718.0,SEA,2279.0,0,101,NA,11,NA,CLT,NA,N613AU,10,20,US,NA,2000,True
2694,153.0,120.0,7.0,1811.0,1804,1741,143.0,NA,0,NA,7,24,-3,1738.0,PHX,872.0,0,2673,NA,9,NA,AUS,NA,N165AW,8,25,HP,NA,2000,True
2695,81.0,61.0,8.0,1744.0,1736,1515,81.0,NA,0,NA,1,21,8,1523.0,MBS,463.0,0,980,NA,1,NA,MSP,NA,N89445,3,17,NW,NA,2002,True
2696,117.0,,-1.0,2219.0,2220,2020,120.0,NA,0,NA,5,29,2,2022.0,ATL,665.0,0,273,NA,7,NA,PHL,NA,NA,NA,NA,US,NA,1994,False
